property_id,listing_type,property_type,neighborhood,town,bedrooms,bathrooms,parking_spaces,floor_size_sqm,land_size_acres,year_built,floor_number,condition,furnishing,has_swimming_pool,has_gym,has_borehole,has_backup_generator,has_security,has_garden,is_gated_community,distance_to_cbd_km,location_tier,price_ksh,distance_to_school_km,distance_to_hospital_km,crime_index,road_quality
42,For Sale,Studio,Embakasi,Nairobi,0,1,2,26,,2009,13,Fair,Unfurnished,0,0,0,0,1,0,0,15.0,affordable,4400000,1.2,1.8,4.5,3
44,For Sale,Apartment,Embakasi,Nairobi,2,2,1,112,,1995,3,Good,Semi-Furnished,0,0,0,0,1,0,0,15.0,affordable,9950000,1.2,1.8,4.5,3
45,For Sale,Apartment,Embakasi,Nairobi,2,1,1,86,,2017,8,Good,Semi-Furnished,0,0,0,0,1,0,0,15.0,affordable,4800000,1.2,1.8,4.5,3
47,For Sale,Bungalow,Embakasi,Nairobi,3,2,1,186,0.152,2006,0,Excellent,Furnished,0,0,1,0,1,1,0,15.0,affordable,5950000,1.2,1.8,4.5,3
48,For Sale,Apartment,Embakasi,Nairobi,3,2,1,88,,2011,7,New,Unfurnished,0,0,1,0,1,0,0,15.0,affordable,10200000,1.2,1.8,4.5,3
50,For Sale,Apartment,Embakasi,Nairobi,1,1,0,57,,2008,1,Excellent,Unfurnished,0,0,0,0,0,0,0,15.0,affordable,6750000,1.2,1.8,4.5,3
52,For Sale,Studio,Embakasi,Nairobi,0,1,1,38,,2024,11,Excellent,Semi-Furnished,0,0,0,0,1,0,0,15.0,affordable,5150000,1.2,1.8,4.5,3
53,For Sale,Studio,Embakasi,Nairobi,0,1,1,31,,1991,9,New,Unfurnished,0,0,0,0,1,0,0,15.0,affordable,3350000,1.2,1.8,4.5,3
54,For Sale,Bungalow,Embakasi,Nairobi,4,3,2,186,1.531,1999,0,New,Semi-Furnished,0,0,1,0,1,1,0,15.0,affordable,11450000,1.2,1.8,4.5,3
57,For Sale,Bungalow,Embakasi,Nairobi,4,3,1,180,0.222,2004,0,Good,Unfurnished,0,0,1,0,1,1,0,15.0,affordable,4950000,1.2,1.8,4.5,3
61,For Sale,Apartment,Embakasi,Nairobi,1,1,0,43,,2003,0,New,Semi-Furnished,0,0,0,0,1,0,0,15.0,affordable,6050000,1.2,1.8,4.5,3
62,For Sale,Apartment,Embakasi,Nairobi,3,2,2,148,,1993,3,Good,Unfurnished,0,0,1,0,1,0,0,15.0,affordable,10300000,1.2,1.8,4.5,3
63,For Sale,Apartment,Embakasi,Nairobi,2,2,2,144,,2023,12,Excellent,Furnished,0,0,1,0,1,0,0,15.0,affordable,11850000,1.2,1.8,4.5,3
64,For Sale,Bungalow,Embakasi,Nairobi,4,4,2,161,0.956,2007,0,Fair,Unfurnished,0,0,0,0,1,1,0,15.0,affordable,5250000,1.2,1.8,4.5,3
65,For Sale,Studio,Embakasi,Nairobi,0,1,2,34,,2000,1,Excellent,Unfurnished,0,0,1,0,1,0,0,15.0,affordable,2750000,1.2,1.8,4.5,3
66,For Sale,Apartment,Embakasi,Nairobi,1,1,2,66,,2018,10,New,Furnished,0,0,1,0,1,0,0,15.0,affordable,9000000,1.2,1.8,4.5,3
68,For Sale,Apartment,Embakasi,Nairobi,3,2,1,162,,1995,10,New,Semi-Furnished,0,0,0,0,1,0,0,15.0,affordable,10000000,1.2,1.8,4.5,3
71,For Sale,Apartment,Embakasi,Nairobi,2,1,2,76,,1994,3,Good,Unfurnished,0,0,0,0,0,0,0,15.0,affordable,7200000,1.2,1.8,4.5,3
72,For Sale,Apartment,Embakasi,Nairobi,1,1,1,84,,2004,15,Excellent,Furnished,0,0,0,0,1,0,0,15.0,affordable,3050000,1.2,1.8,4.5,3
73,For Sale,Bungalow,Embakasi,Nairobi,3,3,3,182,0.283,1991,0,New,Semi-Furnished,0,0,0,0,0,1,0,15.0,affordable,4900000,1.2,1.8,4.5,3
74,For Sale,Studio,Embakasi,Nairobi,0,1,1,27,,2004,15,New,Semi-Furnished,0,0,0,0,0,0,0,15.0,affordable,7700000,1.2,1.8,4.5,3
77,For Sale,Bungalow,Embakasi,Nairobi,3,2,2,81,0.337,1990,0,Excellent,Furnished,0,0,1,0,1,1,0,15.0,affordable,11050000,1.2,1.8,4.5,3
78,For Sale,Apartment,Embakasi,Nairobi,2,1,0,100,,1993,14,Excellent,Unfurnished,0,0,1,0,1,0,0,15.0,affordable,5400000,1.2,1.8,4.5,3
83,For Sale,Studio,Githurai,Nairobi,0,1,1,28,,2005,6,Good,Furnished,0,0,0,0,1,0,0,19.0,affordable,4050000,1.5,2.0,5.0,2
84,For Sale,Bungalow,Githurai,Nairobi,5,4,3,162,0.22,2021,0,Good,Unfurnished,0,0,1,0,1,1,0,19.0,affordable,1750000,1.5,2.0,5.0,2
88,For Sale,Studio,Githurai,Nairobi,0,1,1,26,,2023,7,New,Unfurnished,0,0,1,0,1,0,0,19.0,affordable,4650000,1.5,2.0,5.0,2
90,For Sale,Apartment,Githurai,Nairobi,2,2,2,119,,2016,8,Good,Semi-Furnished,0,0,1,0,1,0,0,19.0,affordable,5850000,1.5,2.0,5.0,2
103,For Sale,Bungalow,Githurai,Nairobi,4,3,1,214,0.121,2019,0,New,Semi-Furnished,0,0,0,0,1,1,0,19.0,affordable,8500000,1.5,2.0,5.0,2
105,For Sale,Apartment,Githurai,Nairobi,4,4,1,191,,2012,7,New,Unfurnished,0,0,0,0,1,0,0,19.0,affordable,8000000,1.5,2.0,5.0,2
106,For Sale,Apartment,Githurai,Nairobi,2,2,0,113,,2017,13,Excellent,Unfurnished,0,0,1,0,1,0,0,19.0,affordable,4900000,1.5,2.0,5.0,2
107,For Sale,Apartment,Githurai,Nairobi,1,1,0,48,,1994,13,Excellent,Furnished,0,0,0,0,1,0,0,19.0,affordable,2350000,1.5,2.0,5.0,2
109,For Sale,Apartment,Githurai,Nairobi,1,1,1,45,,2011,5,Fair,Unfurnished,0,0,1,0,1,0,0,19.0,affordable,3400000,1.5,2.0,5.0,2
110,For Sale,Studio,Githurai,Nairobi,0,1,2,23,,2006,8,New,Unfurnished,0,0,0,0,1,0,0,19.0,affordable,4450000,1.5,2.0,5.0,2
112,For Sale,Bungalow,Hurlingham,Nairobi,5,4,3,284,0.086,2006,0,Excellent,Unfurnished,0,0,1,0,1,1,0,4.5,mid,21750000,0.6,0.9,3.2,4
113,For Sale,Townhouse,Hurlingham,Nairobi,3,3,1,93,,1991,0,Good,Semi-Furnished,0,0,1,0,1,0,0,4.5,mid,10450000,0.6,0.9,3.2,4
123,For Sale,Apartment,Hurlingham,Nairobi,1,1,1,67,,2014,3,New,Unfurnished,0,0,1,0,1,0,0,4.5,mid,28050000,0.6,0.9,3.2,4
126,For Sale,Apartment,Hurlingham,Nairobi,3,3,2,140,,2001,7,Excellent,Unfurnished,0,0,0,0,0,0,0,4.5,mid,18950000,0.6,0.9,3.2,4
127,For Sale,Townhouse,Hurlingham,Nairobi,3,2,2,176,,2012,0,New,Furnished,0,0,1,0,0,0,0,4.5,mid,18500000,0.6,0.9,3.2,4
128,For Sale,Apartment,Hurlingham,Nairobi,2,1,1,140,,1998,11,Fair,Furnished,0,0,1,0,1,0,0,4.5,mid,14500000,0.6,0.9,3.2,4
129,For Sale,Bungalow,Hurlingham,Nairobi,3,3,2,175,0.477,2000,0,Excellent,Semi-Furnished,0,0,0,0,1,1,0,4.5,mid,21700000,0.6,0.9,3.2,4
133,For Sale,Bungalow,Hurlingham,Nairobi,3,2,3,84,0.41,2005,0,Excellent,Unfurnished,0,0,1,0,1,1,0,4.5,mid,8950000,0.6,0.9,3.2,4
134,For Sale,Apartment,Hurlingham,Nairobi,1,1,1,54,,2008,13,New,Semi-Furnished,0,0,0,0,1,0,0,4.5,mid,17300000,0.6,0.9,3.2,4
138,For Sale,Apartment,Hurlingham,Nairobi,4,4,0,200,,2012,2,Excellent,Unfurnished,0,0,1,0,0,0,0,4.5,mid,23750000,0.6,0.9,3.2,4
139,For Sale,Bungalow,Hurlingham,Nairobi,4,4,2,157,1.433,2017,0,Excellent,Furnished,0,0,1,0,0,1,0,4.5,mid,16550000,0.6,0.9,3.2,4
140,For Sale,Apartment,Hurlingham,Nairobi,4,3,1,193,,2008,4,New,Furnished,0,0,1,0,1,0,0,4.5,mid,15850000,0.6,0.9,3.2,4
141,For Sale,Townhouse,Hurlingham,Nairobi,3,2,2,135,,2010,0,New,Unfurnished,0,0,1,0,0,0,0,4.5,mid,19400000,0.6,0.9,3.2,4
142,For Sale,Townhouse,Hurlingham,Nairobi,3,3,2,131,,1993,0,Good,Semi-Furnished,0,0,1,0,1,0,0,4.5,mid,27300000,0.6,0.9,3.2,4
146,For Sale,Bungalow,Hurlingham,Nairobi,4,3,3,204,0.267,1997,0,New,Semi-Furnished,0,0,1,0,1,1,0,4.5,mid,28800000,0.6,0.9,3.2,4
148,For Sale,Bungalow,Hurlingham,Nairobi,3,2,3,134,0.253,1995,0,Good,Furnished,0,0,0,0,0,1,0,4.5,mid,24450000,0.6,0.9,3.2,4
149,For Sale,Apartment,Hurlingham,Nairobi,3,2,2,165,,2016,6,New,Furnished,0,0,0,0,1,0,0,4.5,mid,32150000,0.6,0.9,3.2,4
150,For Sale,Apartment,Hurlingham,Nairobi,3,3,1,141,,1991,12,New,Semi-Furnished,0,0,0,0,1,0,0,4.5,mid,27900000,0.6,0.9,3.2,4
151,For Sale,Apartment,Hurlingham,Nairobi,3,2,2,151,,2001,5,New,Unfurnished,0,0,0,0,0,0,0,4.5,mid,12000000,0.6,0.9,3.2,4
153,For Sale,Townhouse,Kahawa Sukari,Nairobi,3,2,2,71,,2019,0,Excellent,Semi-Furnished,0,0,1,0,1,0,0,20.0,affordable,11300000,1.8,2.5,4.8,3
155,For Sale,Apartment,Kahawa Sukari,Nairobi,3,2,2,135,,2007,3,Excellent,Semi-Furnished,0,0,1,0,0,0,0,20.0,affordable,6250000,1.8,2.5,4.8,3
157,For Sale,Apartment,Kahawa Sukari,Nairobi,1,1,0,51,,2020,1,Fair,Semi-Furnished,0,0,1,0,1,0,0,20.0,affordable,3650000,1.8,2.5,4.8,3
159,For Sale,Apartment,Kahawa Sukari,Nairobi,2,1,1,73,,2004,4,Good,Unfurnished,0,0,1,0,1,0,0,20.0,affordable,6450000,1.8,2.5,4.8,3
166,For Sale,Apartment,Kahawa Sukari,Nairobi,4,3,2,243,,2015,8,New,Unfurnished,0,0,1,0,1,0,0,20.0,affordable,9800000,1.8,2.5,4.8,3
168,For Sale,Apartment,Kahawa Sukari,Nairobi,3,2,0,198,,2004,8,Excellent,Semi-Furnished,0,0,0,0,1,0,1,20.0,affordable,7000000,1.8,2.5,4.8,3
169,For Sale,Townhouse,Kahawa Sukari,Nairobi,2,2,2,101,,2010,0,Excellent,Unfurnished,0,0,1,0,1,0,1,20.0,affordable,7650000,1.8,2.5,4.8,3
170,For Sale,Apartment,Kahawa Sukari,Nairobi,1,1,1,84,,2022,5,New,Unfurnished,0,0,1,0,1,0,0,20.0,affordable,7400000,1.8,2.5,4.8,3
172,For Sale,Bungalow,Kahawa Sukari,Nairobi,2,1,1,98,1.003,2017,0,Good,Unfurnished,0,0,0,0,1,1,0,20.0,affordable,8000000,1.8,2.5,4.8,3
175,For Sale,Bungalow,Kahawa Sukari,Nairobi,2,2,2,118,0.523,2006,0,New,Unfurnished,0,0,1,0,1,1,1,20.0,affordable,11850000,1.8,2.5,4.8,3
178,For Sale,Apartment,Kahawa West,Nairobi,2,1,1,91,,1996,1,New,Semi-Furnished,0,0,0,0,1,0,1,18.0,affordable,7400000,1.6,2.2,4.9,2
179,For Sale,Apartment,Kahawa West,Nairobi,2,2,2,67,,2019,3,Excellent,Unfurnished,0,0,1,0,1,0,0,18.0,affordable,4000000,1.6,2.2,4.9,2
180,For Sale,Apartment,Kahawa West,Nairobi,1,1,2,54,,2001,6,Fair,Unfurnished,0,0,1,0,0,0,0,18.0,affordable,7750000,1.6,2.2,4.9,2
181,For Sale,Apartment,Kahawa West,Nairobi,2,2,1,131,,2013,8,Fair,Unfurnished,0,0,0,0,1,0,0,18.0,affordable,6700000,1.6,2.2,4.9,2
182,For Sale,Apartment,Kahawa West,Nairobi,2,2,2,75,,2024,3,New,Semi-Furnished,0,0,0,0,1,0,1,18.0,affordable,8750000,1.6,2.2,4.9,2
183,For Sale,Apartment,Kahawa West,Nairobi,3,3,0,143,,2007,2,New,Furnished,0,0,0,0,1,0,0,18.0,affordable,7150000,1.6,2.2,4.9,2
188,For Sale,Bungalow,Kahawa West,Nairobi,3,2,1,152,0.237,2019,0,Excellent,Furnished,0,0,1,0,1,1,0,18.0,affordable,9850000,1.6,2.2,4.9,2
190,For Sale,Bungalow,Kahawa West,Nairobi,2,1,2,66,0.981,1999,0,Excellent,Semi-Furnished,0,0,0,0,1,1,0,18.0,affordable,6100000,1.6,2.2,4.9,2
191,For Sale,Apartment,Kahawa West,Nairobi,3,3,0,136,,1996,2,New,Unfurnished,0,0,1,0,1,0,0,18.0,affordable,5950000,1.6,2.2,4.9,2
193,For Sale,Apartment,Kahawa West,Nairobi,1,1,1,71,,2022,7,New,Unfurnished,0,0,1,0,1,0,0,18.0,affordable,7400000,1.6,2.2,4.9,2
195,For Sale,Apartment,Kahawa West,Nairobi,3,3,1,101,,2022,5,New,Unfurnished,0,0,0,0,0,0,0,18.0,affordable,9650000,1.6,2.2,4.9,2
197,For Sale,Apartment,Kahawa West,Nairobi,3,3,1,81,,2011,3,Good,Furnished,0,0,0,0,1,0,0,18.0,affordable,4850000,1.6,2.2,4.9,2
199,For Sale,Townhouse,Kahawa West,Nairobi,4,3,2,163,,1995,0,Excellent,Semi-Furnished,0,0,0,0,1,0,0,18.0,affordable,14100000,1.6,2.2,4.9,2
201,For Sale,Townhouse,Kahawa West,Nairobi,2,2,1,104,,2014,0,Excellent,Semi-Furnished,0,0,1,0,1,0,0,18.0,affordable,9000000,1.6,2.2,4.9,2
207,For Sale,Townhouse,Karen,Nairobi,4,4,2,193,,2023,0,Excellent,Furnished,0,0,1,0,0,0,1,16.0,premium,81250000,1.2,1.8,2.8,4
208,For Sale,Villa,Karen,Nairobi,6,6,1,163,0.446,2003,0,New,Semi-Furnished,0,0,0,1,1,1,1,16.0,premium,86100000,1.2,1.8,2.8,4
210,For Sale,Maisonette,Karen,Nairobi,5,4,2,235,0.482,2016,0,Excellent,Semi-Furnished,0,1,0,1,0,1,0,16.0,premium,67050000,1.2,1.8,2.8,4
211,For Sale,Villa,Karen,Nairobi,5,4,1,229,1.504,2019,0,Excellent,Unfurnished,0,1,1,0,1,1,1,16.0,premium,22900000,1.2,1.8,2.8,4
217,For Sale,Villa,Karen,Nairobi,6,5,3,344,1.48,2014,0,New,Unfurnished,0,1,1,1,1,1,0,16.0,premium,70050000,1.2,1.8,2.8,4
218,For Sale,Townhouse,Karen,Nairobi,3,2,3,36,,1997,0,Excellent,Unfurnished,0,1,0,0,1,0,1,16.0,premium,43500000,1.2,1.8,2.8,4
220,For Sale,Townhouse,Karen,Nairobi,5,5,1,256,,2001,0,Good,Furnished,0,0,0,0,1,0,1,16.0,premium,1500000,1.2,1.8,2.8,4
223,For Sale,Townhouse,Karen,Nairobi,3,2,2,176,,2000,0,New,Furnished,0,0,1,0,1,0,1,16.0,premium,47850000,1.2,1.8,2.8,4
230,For Sale,Villa,Karen,Nairobi,6,6,1,249,1.411,1999,0,Excellent,Semi-Furnished,1,0,1,1,0,1,0,16.0,premium,69350000,1.2,1.8,2.8,4
231,For Sale,Villa,Karen,Nairobi,5,5,2,147,0.524,2002,0,New,Furnished,0,1,0,1,1,1,1,16.0,premium,34650000,1.2,1.8,2.8,4
232,For Sale,Villa,Karen,Nairobi,5,4,1,256,0.514,2017,0,New,Unfurnished,1,0,1,1,1,1,1,16.0,premium,102100000,1.2,1.8,2.8,4
234,For Sale,Studio,Kasarani,Nairobi,0,1,1,28,,2014,8,New,Semi-Furnished,0,0,1,0,1,0,0,16.0,affordable,5200000,1.4,1.9,4.6,3
240,For Sale,Apartment,Kasarani,Nairobi,1,1,2,86,,1993,0,Excellent,Semi-Furnished,0,0,0,0,1,0,0,16.0,affordable,5850000,1.4,1.9,4.6,3
241,For Sale,Bungalow,Kasarani,Nairobi,3,2,3,116,0.459,2017,0,Excellent,Furnished,0,0,0,0,1,1,0,16.0,affordable,9300000,1.4,1.9,4.6,3
243,For Sale,Studio,Kasarani,Nairobi,0,1,1,39,,2016,7,Fair,Furnished,0,0,0,0,1,0,0,16.0,affordable,4600000,1.4,1.9,4.6,3
245,For Sale,Bungalow,Kasarani,Nairobi,5,4,1,203,0.973,2017,0,Excellent,Unfurnished,0,0,0,0,1,1,0,16.0,affordable,7950000,1.4,1.9,4.6,3
246,For Sale,Apartment,Kasarani,Nairobi,2,1,1,72,,2013,11,New,Semi-Furnished,0,0,0,0,1,0,0,16.0,affordable,6800000,1.4,1.9,4.6,3
248,For Sale,Apartment,Kasarani,Nairobi,2,1,0,150,,2006,15,Excellent,Semi-Furnished,0,0,0,0,1,0,0,16.0,affordable,7800000,1.4,1.9,4.6,3
250,For Sale,Bungalow,Kasarani,Nairobi,4,3,2,175,0.241,2002,0,Good,Furnished,0,0,1,0,1,1,0,16.0,affordable,9450000,1.4,1.9,4.6,3
251,For Sale,Apartment,Kasarani,Nairobi,1,1,2,62,,2017,4,Good,Furnished,0,0,1,0,0,0,0,16.0,affordable,6350000,1.4,1.9,4.6,3
252,For Sale,Apartment,Kasarani,Nairobi,3,2,0,69,,2018,11,New,Unfurnished,0,0,1,0,1,0,0,16.0,affordable,13250000,1.4,1.9,4.6,3
254,For Sale,Apartment,Kasarani,Nairobi,1,1,0,90,,1991,7,New,Furnished,0,0,0,0,1,0,0,16.0,affordable,9550000,1.4,1.9,4.6,3
255,For Sale,Bungalow,Kasarani,Nairobi,4,4,2,219,0.449,2020,0,Excellent,Unfurnished,0,0,1,0,1,1,0,16.0,affordable,9700000,1.4,1.9,4.6,3
256,For Sale,Apartment,Kasarani,Nairobi,4,4,1,136,,1992,12,New,Semi-Furnished,0,0,1,0,1,0,0,16.0,affordable,8700000,1.4,1.9,4.6,3
258,For Sale,Apartment,Kasarani,Nairobi,2,1,2,101,,2007,8,Good,Furnished,0,0,0,0,1,0,0,16.0,affordable,10650000,1.4,1.9,4.6,3
259,For Sale,Studio,Kasarani,Nairobi,0,1,0,34,,2015,14,Excellent,Unfurnished,0,0,0,0,1,0,0,16.0,affordable,6000000,1.4,1.9,4.6,3
263,For Sale,Apartment,Kasarani,Nairobi,2,2,0,111,,2017,2,Fair,Furnished,0,0,1,0,1,0,0,16.0,affordable,4650000,1.4,1.9,4.6,3
264,For Sale,Apartment,Kasarani,Nairobi,3,2,0,182,,2023,13,Excellent,Semi-Furnished,0,0,1,0,1,0,0,16.0,affordable,8350000,1.4,1.9,4.6,3
265,For Sale,Bungalow,Kasarani,Nairobi,3,3,1,98,1.489,2009,0,Fair,Unfurnished,0,0,0,0,0,1,0,16.0,affordable,6050000,1.4,1.9,4.6,3
267,For Sale,Apartment,Kasarani,Nairobi,2,1,2,88,,2018,12,Good,Furnished,0,0,1,0,1,0,0,16.0,affordable,8050000,1.4,1.9,4.6,3
268,For Sale,Apartment,Kasarani,Nairobi,2,1,2,112,,2020,13,Good,Furnished,0,0,0,0,1,0,0,16.0,affordable,8150000,1.4,1.9,4.6,3
273,For Sale,Apartment,Kikuyu,Nairobi,3,3,0,179,,2010,0,Fair,Semi-Furnished,0,0,1,0,1,0,0,20.0,affordable,5950000,2.0,2.8,5.2,2
274,For Sale,Studio,Kikuyu,Nairobi,0,1,1,22,,1992,6,New,Unfurnished,0,0,1,0,1,0,0,20.0,affordable,4400000,2.0,2.8,5.2,2
277,For Sale,Bungalow,Kikuyu,Nairobi,3,2,2,66,0.237,2015,0,Fair,Unfurnished,0,0,1,0,1,1,0,20.0,affordable,6200000,2.0,2.8,5.2,2
279,For Sale,Bungalow,Kikuyu,Nairobi,5,4,3,177,0.461,2002,0,Excellent,Unfurnished,0,0,1,0,1,1,0,20.0,affordable,8200000,2.0,2.8,5.2,2
280,For Sale,Apartment,Kikuyu,Nairobi,1,1,1,72,,2024,7,Excellent,Unfurnished,0,0,1,0,1,0,0,20.0,affordable,5050000,2.0,2.8,5.2,2
282,For Sale,Apartment,Kikuyu,Nairobi,3,3,1,137,,2005,7,Excellent,Unfurnished,0,0,1,0,1,0,0,20.0,affordable,3600000,2.0,2.8,5.2,2
283,For Sale,Apartment,Kikuyu,Nairobi,1,1,2,92,,1996,12,Good,Unfurnished,0,0,1,0,1,0,0,20.0,affordable,3200000,2.0,2.8,5.2,2
286,For Sale,Apartment,Kikuyu,Nairobi,1,1,0,93,,2003,11,Good,Unfurnished,0,0,1,0,1,0,0,20.0,affordable,3050000,2.0,2.8,5.2,2
288,For Sale,Apartment,Kikuyu,Nairobi,2,1,1,112,,1998,3,New,Unfurnished,0,0,1,0,1,0,0,20.0,affordable,6400000,2.0,2.8,5.2,2
290,For Sale,Apartment,Kikuyu,Nairobi,3,3,1,113,,2024,1,New,Unfurnished,0,0,1,0,1,0,0,20.0,affordable,5700000,2.0,2.8,5.2,2
291,For Sale,Studio,Kikuyu,Nairobi,0,1,1,30,,2023,8,New,Unfurnished,0,0,0,0,1,0,0,20.0,affordable,5300000,2.0,2.8,5.2,2
292,For Sale,Studio,Kikuyu,Nairobi,0,1,0,30,,1994,7,Good,Unfurnished,0,0,0,0,1,0,0,20.0,affordable,3100000,2.0,2.8,5.2,2
296,For Sale,Apartment,Kikuyu,Nairobi,1,1,1,60,,2010,14,Excellent,Semi-Furnished,0,0,1,0,1,0,0,20.0,affordable,2000000,2.0,2.8,5.2,2
297,For Sale,Bungalow,Kikuyu,Nairobi,4,3,1,147,0.242,1996,0,New,Furnished,0,0,1,0,1,1,0,20.0,affordable,8400000,2.0,2.8,5.2,2
299,For Sale,Studio,Kikuyu,Nairobi,0,1,0,37,,1992,1,Excellent,Semi-Furnished,0,0,1,0,0,0,0,20.0,affordable,4200000,2.0,2.8,5.2,2
300,For Sale,Bungalow,Kikuyu,Nairobi,5,4,1,199,0.266,2006,0,Good,Unfurnished,0,0,0,0,1,1,0,20.0,affordable,7650000,2.0,2.8,5.2,2
301,For Sale,Apartment,Kikuyu,Nairobi,2,1,1,79,,2011,6,Good,Unfurnished,0,0,1,0,1,0,0,20.0,affordable,5650000,2.0,2.8,5.2,2
302,For Sale,Apartment,Kikuyu,Nairobi,4,3,1,140,,2020,0,Excellent,Unfurnished,0,0,0,0,1,0,0,20.0,affordable,4100000,2.0,2.8,5.2,2
304,For Sale,Apartment,Kikuyu,Nairobi,3,2,1,101,,2005,0,Good,Furnished,0,0,1,0,1,0,0,20.0,affordable,6600000,2.0,2.8,5.2,2
305,For Sale,Apartment,Kikuyu,Nairobi,2,1,1,78,,1990,0,Good,Furnished,0,0,0,0,1,0,0,20.0,affordable,9500000,2.0,2.8,5.2,2
307,For Sale,Apartment,Kileleshwa,Nairobi,2,1,1,106,,2021,13,Good,Unfurnished,1,0,0,1,1,0,0,5.0,upper_mid,35250000,0.5,0.8,3.0,4
308,For Sale,Apartment,Kileleshwa,Nairobi,2,1,1,83,,1999,15,Excellent,Furnished,0,0,0,1,1,0,1,5.0,upper_mid,26850000,0.5,0.8,3.0,4
309,For Sale,Apartment,Kileleshwa,Nairobi,1,1,2,63,,2007,13,Excellent,Semi-Furnished,1,0,1,0,0,0,0,5.0,upper_mid,26100000,0.5,0.8,3.0,4
