property_id,listing_type,property_type,neighborhood,town,bedrooms,bathrooms,parking_spaces,floor_size_sqm,land_size_acres,year_built,floor_number,condition,furnishing,has_swimming_pool,has_gym,has_borehole,has_backup_generator,has_security,has_garden,is_gated_community,distance_to_cbd_km,location_tier,price_ksh,distance_to_school_km,distance_to_hospital_km,crime_index,road_quality
74,For Sale,Studio,Embakasi,Nairobi,0,1,1,27,,2004,15,New,Semi-Furnished,0,0,0,0,0,0,0,15.0,affordable,7700000,1.2,1.8,4.5,Mixed
75,For Rent,Bungalow,Embakasi,Nairobi,5,4,2,284,0.473,2010,0,Excellent,Semi-Furnished,0,0,0,0,1,1,0,15.0,affordable,29000,1.2,1.8,4.5,Mixed
76,For Rent,Apartment,Embakasi,Nairobi,2,2,2,77,,2010,13,Excellent,Unfurnished,0,0,1,0,1,0,0,15.0,affordable,26000,1.2,1.8,4.5,Mixed
77,For Sale,Bungalow,Embakasi,Nairobi,3,2,2,81,0.337,1990,0,Excellent,Furnished,0,0,1,0,1,1,0,15.0,affordable,11050000,1.2,1.8,4.5,Mixed
78,For Sale,Apartment,Embakasi,Nairobi,2,1,0,100,,1993,14,Excellent,Unfurnished,0,0,1,0,1,0,0,15.0,affordable,5400000,1.2,1.8,4.5,Mixed
79,For Rent,Apartment,Embakasi,Nairobi,3,2,0,142,,2014,8,New,Semi-Furnished,0,0,1,0,1,0,0,15.0,affordable,55000,1.2,1.8,4.5,Mixed
80,For Rent,Studio,Embakasi,Nairobi,0,1,1,35,,1992,3,Excellent,Furnished,0,0,1,0,1,0,0,15.0,affordable,25000,1.2,1.8,4.5,Mixed
81,For Rent,Apartment,Embakasi,Nairobi,2,2,1,116,,2023,3,Excellent,Semi-Furnished,0,0,1,0,0,0,0,15.0,affordable,51000,1.2,1.8,4.5,Mixed
82,For Rent,Apartment,Githurai,Nairobi,2,2,1,108,,1996,0,Excellent,Semi-Furnished,0,0,1,0,1,0,0,19.0,affordable,23000,1.5,2.0,5.0,2
83,For Sale,Studio,Githurai,Nairobi,0,1,1,28,,2005,6,Good,Furnished,0,0,0,0,1,0,0,19.0,affordable,4050000,1.5,2.0,5.0,2
84,For Sale,Bungalow,Githurai,Nairobi,5,4,3,162,0.22,2021,0,Good,Unfurnished,0,0,1,0,1,1,0,19.0,affordable,1750000,1.5,2.0,5.0,2
85,For Rent,Apartment,Githurai,Nairobi,2,2,1,105,,1999,10,Good,Unfurnished,0,0,1,0,0,0,0,19.0,affordable,18000,1.5,2.0,5.0,2
86,For Rent,Apartment,Githurai,Nairobi,2,1,2,95,,1997,9,Good,Semi-Furnished,0,0,0,0,1,0,0,19.0,affordable,19000,1.5,2.0,5.0,2
87,For Rent,Apartment,Githurai,Nairobi,1,1,2,60,,2008,6,Good,Unfurnished,0,0,0,0,1,0,0,19.0,affordable,21000,1.5,2.0,5.0,2
88,For Sale,Studio,Githurai,Nairobi,0,1,1,26,,2023,7,New,Unfurnished,0,0,1,0,1,0,0,19.0,affordable,4650000,1.5,2.0,5.0,2
89,For Rent,Studio,Githurai,Nairobi,0,1,2,33,,2020,3,New,Furnished,0,0,1,0,1,0,0,19.0,affordable,25000,1.5,2.0,5.0,2
90,For Sale,Apartment,Githurai,Nairobi,2,2,2,119,,2016,8,Good,Semi-Furnished,0,0,1,0,1,0,0,19.0,affordable,5850000,1.5,2.0,5.0,2
91,For Rent,Studio,Githurai,Nairobi,0,1,2,29,,2001,0,New,Semi-Furnished,0,0,1,0,1,0,0,19.0,affordable,21000,1.5,2.0,5.0,2
92,For Rent,Apartment,Githurai,Nairobi,1,1,2,80,,2024,14,Excellent,Unfurnished,0,0,0,0,1,0,0,19.0,affordable,23000,1.5,2.0,5.0,2
93,For Rent,Apartment,Githurai,Nairobi,2,2,1,125,,2004,7,Excellent,Unfurnished,0,0,0,0,0,0,0,19.0,affordable,19000,1.5,2.0,5.0,2
94,For Rent,Apartment,Githurai,Nairobi,3,2,2,123,,2017,2,Good,Unfurnished,0,0,1,0,1,0,0,19.0,affordable,22000,1.5,2.0,5.0,2
95,For Rent,Bungalow,Githurai,Nairobi,3,2,1,37,1.604,2015,0,Fair,Semi-Furnished,0,0,0,0,1,1,0,19.0,affordable,26000,1.5,2.0,5.0,2
96,For Rent,Apartment,Githurai,Nairobi,2,1,2,85,,2002,0,New,Unfurnished,0,0,1,0,0,0,0,19.0,affordable,24000,1.5,2.0,5.0,2
97,For Rent,Apartment,Githurai,Nairobi,1,1,1,60,,1994,0,Good,Unfurnished,0,0,0,0,0,0,0,19.0,affordable,20000,1.5,2.0,5.0,2
98,For Rent,Apartment,Githurai,Nairobi,1,1,2,86,,2010,12,Good,Semi-Furnished,0,0,0,0,1,0,0,19.0,affordable,19000,1.5,2.0,5.0,2
99,For Rent,Studio,Githurai,Nairobi,0,1,2,39,,2020,12,New,Furnished,0,0,1,0,1,0,0,19.0,affordable,24000,1.5,2.0,5.0,2
100,For Rent,Apartment,Githurai,Nairobi,2,1,0,165,,1994,13,Excellent,Furnished,0,0,1,0,0,0,0,19.0,affordable,30000,1.5,2.0,5.0,2
101,For Rent,Apartment,Githurai,Nairobi,3,2,0,129,,2001,11,Excellent,Semi-Furnished,0,0,0,0,1,0,0,19.0,affordable,27000,1.5,2.0,5.0,2
102,For Rent,Apartment,Githurai,Nairobi,3,3,1,112,,1993,4,Excellent,Furnished,0,0,0,0,1,0,0,19.0,affordable,26000,1.5,2.0,5.0,2
103,For Sale,Bungalow,Githurai,Nairobi,4,3,1,214,0.121,2019,0,New,Semi-Furnished,0,0,0,0,1,1,0,19.0,affordable,8500000,1.5,2.0,5.0,2
104,For Rent,Apartment,Githurai,Nairobi,2,2,1,77,,2023,13,New,Unfurnished,0,0,0,0,1,0,0,19.0,affordable,17000,1.5,2.0,5.0,2
105,For Sale,Apartment,Githurai,Nairobi,4,4,1,191,,2012,7,New,Unfurnished,0,0,0,0,1,0,0,19.0,affordable,8000000,1.5,2.0,5.0,2
106,For Sale,Apartment,Githurai,Nairobi,2,2,0,113,,2017,13,Excellent,Unfurnished,0,0,1,0,1,0,0,19.0,affordable,4900000,1.5,2.0,5.0,2
107,For Sale,Apartment,Githurai,Nairobi,1,1,0,48,,1994,13,Excellent,Furnished,0,0,0,0,1,0,0,19.0,affordable,2350000,1.5,2.0,5.0,2
108,For Rent,Apartment,Githurai,Nairobi,1,1,1,74,,2015,11,Fair,Unfurnished,0,0,1,0,0,0,0,19.0,affordable,21000,1.5,2.0,5.0,2
109,For Sale,Apartment,Githurai,Nairobi,1,1,1,45,,2011,5,Fair,Unfurnished,0,0,1,0,1,0,0,19.0,affordable,3400000,1.5,2.0,5.0,2
110,For Sale,Studio,Githurai,Nairobi,0,1,2,23,,2006,8,New,Unfurnished,0,0,0,0,1,0,0,19.0,affordable,4450000,1.5,2.0,5.0,2
111,For Rent,Apartment,Githurai,Nairobi,3,2,2,88,,2002,9,New,Unfurnished,0,0,0,0,1,0,0,19.0,affordable,24000,1.5,2.0,5.0,2
112,For Sale,Bungalow,Hurlingham,Nairobi,5,4,3,284,0.086,2006,0,Excellent,Unfurnished,0,0,1,0,1,1,0,4.5,mid,21750000,0.6,0.9,3.2,4
113,For Sale,Townhouse,Hurlingham,Nairobi,3,3,1,93,,1991,0,Good,Semi-Furnished,0,0,1,0,1,0,0,4.5,mid,10450000,0.6,0.9,3.2,4
114,For Rent,Apartment,Hurlingham,Nairobi,2,1,1,105,,2014,2,Excellent,Semi-Furnished,0,0,0,0,1,0,0,4.5,mid,64000,0.6,0.9,3.2,4
115,For Rent,Bungalow,Hurlingham,Nairobi,3,2,2,137,0.193,2013,0,Excellent,Semi-Furnished,0,0,0,0,1,1,0,4.5,mid,112000,0.6,0.9,3.2,4
116,For Rent,Townhouse,Hurlingham,Nairobi,3,3,3,101,,2023,0,New,Unfurnished,0,0,1,0,1,0,0,4.5,mid,50000,0.6,0.9,3.2,4
117,For Rent,Bungalow,Hurlingham,Nairobi,3,2,1,132,0.473,2015,0,Good,Semi-Furnished,0,0,1,0,1,1,0,4.5,mid,113000,0.6,0.9,3.2,4
118,For Rent,Bungalow,Hurlingham,Nairobi,4,4,1,215,0.224,2009,0,Excellent,Furnished,0,0,0,0,1,1,0,4.5,mid,166000,0.6,0.9,3.2,4
119,For Rent,Townhouse,Hurlingham,Nairobi,4,4,2,199,,2023,0,Good,Unfurnished,0,0,0,0,1,0,0,4.5,mid,149000,0.6,0.9,3.2,4
120,For Rent,Apartment,Hurlingham,Nairobi,3,3,1,184,,2017,9,New,Semi-Furnished,0,0,1,0,0,0,0,4.5,mid,101000,0.6,0.9,3.2,4
121,For Rent,Apartment,Hurlingham,Nairobi,2,2,0,83,,1995,6,Fair,Semi-Furnished,0,0,0,0,1,0,0,4.5,mid,146000,0.6,0.9,3.2,4
122,For Rent,Bungalow,Hurlingham,Nairobi,3,3,2,81,0.147,2011,0,New,Unfurnished,0,0,0,0,1,1,0,4.5,mid,93000,0.6,0.9,3.2,4
123,For Sale,Apartment,Hurlingham,Nairobi,1,1,1,67,,2014,3,New,Unfurnished,0,0,1,0,1,0,0,4.5,mid,28050000,0.6,0.9,3.2,4
124,For Rent,Bungalow,Hurlingham,Nairobi,4,4,3,164,0.16,2001,0,New,Unfurnished,0,0,0,0,1,1,0,4.5,mid,126000,0.6,0.9,3.2,4
125,For Rent,Townhouse,Hurlingham,Nairobi,3,3,3,137,,2016,0,Excellent,Unfurnished,0,0,0,0,1,0,0,4.5,mid,47000,0.6,0.9,3.2,4
126,For Sale,Apartment,Hurlingham,Nairobi,3,3,2,140,,2001,7,Excellent,Unfurnished,0,0,0,0,0,0,0,4.5,mid,18950000,0.6,0.9,3.2,4
127,For Sale,Townhouse,Hurlingham,Nairobi,3,2,2,176,,2012,0,New,Furnished,0,0,1,0,0,0,0,4.5,mid,18500000,0.6,0.9,3.2,4
128,For Sale,Apartment,Hurlingham,Nairobi,2,1,1,140,,1998,11,Fair,Furnished,0,0,1,0,1,0,0,4.5,mid,14500000,0.6,0.9,3.2,4
129,For Sale,Bungalow,Hurlingham,Nairobi,3,3,2,175,0.477,2000,0,Excellent,Semi-Furnished,0,0,0,0,1,1,0,4.5,mid,21700000,0.6,0.9,3.2,4
130,For Rent,Apartment,Hurlingham,Nairobi,3,2,2,155,,1995,13,New,Unfurnished,0,0,0,0,1,0,0,4.5,mid,82000,0.6,0.9,3.2,4
131,For Rent,Apartment,Hurlingham,Nairobi,4,4,2,101,,2003,4,New,Unfurnished,0,0,0,0,1,0,0,4.5,mid,75000,0.6,0.9,3.2,4
132,For Rent,Apartment,Hurlingham,Nairobi,2,1,1,127,,2010,1,New,Unfurnished,0,0,1,0,0,0,0,4.5,mid,85000,0.6,0.9,3.2,4
133,For Sale,Bungalow,Hurlingham,Nairobi,3,2,3,84,0.41,2005,0,Excellent,Unfurnished,0,0,1,0,1,1,0,4.5,mid,8950000,0.6,0.9,3.2,4
134,For Sale,Apartment,Hurlingham,Nairobi,1,1,1,54,,2008,13,New,Semi-Furnished,0,0,0,0,1,0,0,4.5,mid,17300000,0.6,0.9,3.2,4
135,For Rent,Apartment,Hurlingham,Nairobi,4,4,1,224,,1999,8,Good,Semi-Furnished,0,0,0,0,1,0,0,4.5,mid,88000,0.6,0.9,3.2,4
136,For Rent,Apartment,Hurlingham,Nairobi,2,2,2,80,,2024,1,Good,Unfurnished,0,0,1,0,0,0,0,4.5,mid,94000,0.6,0.9,3.2,4
137,For Rent,Apartment,Hurlingham,Nairobi,1,1,1,65,,2019,11,Excellent,Semi-Furnished,0,0,0,0,1,0,0,4.5,mid,76000,0.6,0.9,3.2,4
138,For Sale,Apartment,Hurlingham,Nairobi,4,4,0,200,,2012,2,Excellent,Unfurnished,0,0,1,0,0,0,0,4.5,mid,23750000,0.6,0.9,3.2,4
139,For Sale,Bungalow,Hurlingham,Nairobi,4,4,2,157,1.433,2017,0,Excellent,Furnished,0,0,1,0,0,1,0,4.5,mid,16550000,0.6,0.9,3.2,4
140,For Sale,Apartment,Hurlingham,Nairobi,4,3,1,193,,2008,4,New,Furnished,0,0,1,0,1,0,0,4.5,mid,15850000,0.6,0.9,3.2,4
141,For Sale,Townhouse,Hurlingham,Nairobi,3,2,2,135,,2010,0,New,Unfurnished,0,0,1,0,0,0,0,4.5,mid,19400000,0.6,0.9,3.2,4
142,For Sale,Townhouse,Hurlingham,Nairobi,3,3,2,131,,1993,0,Good,Semi-Furnished,0,0,1,0,1,0,0,4.5,mid,27300000,0.6,0.9,3.2,4
143,For Rent,Apartment,Hurlingham,Nairobi,1,1,1,68,,2011,0,Excellent,Semi-Furnished,0,0,1,0,1,0,0,4.5,mid,93000,0.6,0.9,3.2,4
144,For Rent,Apartment,Hurlingham,Nairobi,3,3,1,132,,2022,2,Excellent,Semi-Furnished,0,0,1,0,1,0,0,4.5,mid,66000,0.6,0.9,3.2,4
145,For Rent,Apartment,Hurlingham,Nairobi,2,1,0,71,,2011,1,Good,Furnished,0,0,1,0,1,0,0,4.5,mid,123000,0.6,0.9,3.2,4
146,For Sale,Bungalow,Hurlingham,Nairobi,4,3,3,204,0.267,1997,0,New,Semi-Furnished,0,0,1,0,1,1,0,4.5,mid,28800000,0.6,0.9,3.2,4
147,For Rent,Apartment,Hurlingham,Nairobi,3,2,0,177,,2011,12,New,Unfurnished,0,0,1,0,1,0,0,4.5,mid,83000,0.6,0.9,3.2,4
148,For Sale,Bungalow,Hurlingham,Nairobi,3,2,3,134,0.253,1995,0,Good,Furnished,0,0,0,0,0,1,0,4.5,mid,24450000,0.6,0.9,3.2,4
149,For Sale,Apartment,Hurlingham,Nairobi,3,2,2,165,,2016,6,New,Furnished,0,0,0,0,1,0,0,4.5,mid,32150000,0.6,0.9,3.2,4
150,For Sale,Apartment,Hurlingham,Nairobi,3,3,1,141,,1991,12,New,Semi-Furnished,0,0,0,0,1,0,0,4.5,mid,27900000,0.6,0.9,3.2,4
151,For Sale,Apartment,Hurlingham,Nairobi,3,2,2,151,,2001,5,New,Unfurnished,0,0,0,0,0,0,0,4.5,mid,12000000,0.6,0.9,3.2,4
